"week_date","ageGroup6","counts","year","month","yearMonth","vacc","ageGroup3"
2012-05-21,"65+",1,2012,5,2012-05-01,"PCV13","65+"
2012-05-28,"15-44",2,2012,5,2012-05-01,"PCV13","2-64"
2012-05-28,"45-64",1,2012,5,2012-05-01,"PCV13","2-64"
2012-05-28,"65+",1,2012,5,2012-05-01,"PCV13","65+"
2012-06-04,"45-64",2,2012,6,2012-06-01,"PCV13","2-64"
2012-06-04,"65+",1,2012,6,2012-06-01,"PCV13","65+"
2012-06-11,"15-44",1,2012,6,2012-06-01,"PCV13","2-64"
2012-06-11,"45-64",2,2012,6,2012-06-01,"PCV13","2-64"
2012-06-18,"15-44",1,2012,6,2012-06-01,"PCV13","2-64"
2012-07-09,"15-44",1,2012,7,2012-07-01,"PCV13","2-64"
2012-07-16,"15-44",1,2012,7,2012-07-01,"PCV13","2-64"
2012-07-23,"45-64",1,2012,7,2012-07-01,"PCV13","2-64"
2012-07-23,"65+",1,2012,7,2012-07-01,"PCV13","65+"
2012-07-30,"45-64",1,2012,7,2012-07-01,"PCV13","2-64"
2012-08-06,"45-64",1,2012,8,2012-08-01,"PCV13","2-64"
2012-08-06,"65+",1,2012,8,2012-08-01,"PCV13","65+"
2012-08-13,"45-64",1,2012,8,2012-08-01,"PCV13","2-64"
2012-08-20,"45-64",2,2012,8,2012-08-01,"PCV13","2-64"
2012-09-03,"<2",1,2012,9,2012-09-01,"PCV13","<2"
2012-09-10,"15-44",1,2012,9,2012-09-01,"PCV13","2-64"
2012-09-10,"65+",1,2012,9,2012-09-01,"PCV13","65+"
2012-09-17,"2-4",1,2012,9,2012-09-01,"PCV13","2-64"
2012-09-24,"15-44",1,2012,9,2012-09-01,"PCV13","2-64"
2012-10-01,"65+",1,2012,10,2012-10-01,"PCV13","65+"
2012-10-08,"45-64",1,2012,10,2012-10-01,"PCV13","2-64"
2012-10-29,"15-44",1,2012,10,2012-10-01,"PCV13","2-64"
2012-11-05,"45-64",1,2012,11,2012-11-01,"PCV13","2-64"
2012-11-05,"65+",1,2012,11,2012-11-01,"PCV13","65+"
2012-11-12,"15-44",3,2012,11,2012-11-01,"PCV13","2-64"
2012-11-12,"45-64",1,2012,11,2012-11-01,"PCV13","2-64"
2012-11-19,"15-44",1,2012,11,2012-11-01,"PCV13","2-64"
2012-11-19,"45-64",1,2012,11,2012-11-01,"PCV13","2-64"
2012-11-19,"65+",1,2012,11,2012-11-01,"PCV13","65+"
2012-11-26,"<2",1,2012,11,2012-11-01,"PCV13","<2"
2012-11-26,"65+",1,2012,11,2012-11-01,"PCV13","65+"
2012-12-03,"65+",3,2012,12,2012-12-01,"PCV13","65+"
2012-12-10,"45-64",7,2012,12,2012-12-01,"PCV13","2-64"
2012-12-10,"65+",3,2012,12,2012-12-01,"PCV13","65+"
2012-12-17,"15-44",1,2012,12,2012-12-01,"PCV13","2-64"
2012-12-17,"45-64",3,2012,12,2012-12-01,"PCV13","2-64"
2012-12-17,"65+",1,2012,12,2012-12-01,"PCV13","65+"
2012-12-24,"15-44",3,2012,12,2012-12-01,"PCV13","2-64"
2012-12-24,"45-64",2,2012,12,2012-12-01,"PCV13","2-64"
2012-12-24,"65+",4,2012,12,2012-12-01,"PCV13","65+"
2012-12-31,"<2",1,2012,12,2012-12-01,"PCV13","<2"
2012-12-31,"5-14",1,2012,12,2012-12-01,"PCV13","2-64"
2012-12-31,"45-64",7,2012,12,2012-12-01,"PCV13","2-64"
2012-12-31,"65+",8,2012,12,2012-12-01,"PCV13","65+"
2013-01-07,"15-44",2,2013,1,2013-01-01,"PCV13","2-64"
2013-01-07,"45-64",2,2013,1,2013-01-01,"PCV13","2-64"
2013-01-14,"<2",1,2013,1,2013-01-01,"PCV13","<2"
2013-01-14,"5-14",1,2013,1,2013-01-01,"PCV13","2-64"
2013-01-14,"45-64",3,2013,1,2013-01-01,"PCV13","2-64"
2013-01-21,"65+",2,2013,1,2013-01-01,"PCV13","65+"
2013-02-04,"2-4",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-04,"15-44",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-04,"45-64",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-11,"15-44",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-11,"45-64",3,2013,2,2013-02-01,"PCV13","2-64"
2013-02-18,"2-4",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-18,"15-44",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-18,"45-64",2,2013,2,2013-02-01,"PCV13","2-64"
2013-02-18,"65+",1,2013,2,2013-02-01,"PCV13","65+"
2013-02-25,"15-44",1,2013,2,2013-02-01,"PCV13","2-64"
2013-02-25,"45-64",4,2013,2,2013-02-01,"PCV13","2-64"
2013-02-25,"65+",1,2013,2,2013-02-01,"PCV13","65+"
2013-03-04,"15-44",1,2013,3,2013-03-01,"PCV13","2-64"
2013-03-04,"65+",1,2013,3,2013-03-01,"PCV13","65+"
2013-03-11,"15-44",2,2013,3,2013-03-01,"PCV13","2-64"
2013-03-11,"65+",2,2013,3,2013-03-01,"PCV13","65+"
2013-03-18,"15-44",1,2013,3,2013-03-01,"PCV13","2-64"
2013-03-18,"45-64",3,2013,3,2013-03-01,"PCV13","2-64"
2013-03-25,"<2",1,2013,3,2013-03-01,"PCV13","<2"
2013-03-25,"45-64",1,2013,3,2013-03-01,"PCV13","2-64"
2013-03-25,"65+",1,2013,3,2013-03-01,"PCV13","65+"
2013-04-01,"15-44",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-01,"65+",3,2013,4,2013-04-01,"PCV13","65+"
2013-04-08,"45-64",4,2013,4,2013-04-01,"PCV13","2-64"
2013-04-08,"65+",3,2013,4,2013-04-01,"PCV13","65+"
2013-04-15,"5-14",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-15,"15-44",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-15,"45-64",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-15,"65+",1,2013,4,2013-04-01,"PCV13","65+"
2013-04-22,"<2",1,2013,4,2013-04-01,"PCV13","<2"
2013-04-22,"2-4",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-22,"45-64",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-29,"2-4",1,2013,4,2013-04-01,"PCV13","2-64"
2013-04-29,"15-44",2,2013,4,2013-04-01,"PCV13","2-64"
2013-04-29,"65+",1,2013,4,2013-04-01,"PCV13","65+"
2013-05-06,"15-44",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-06,"45-64",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-06,"65+",1,2013,5,2013-05-01,"PCV13","65+"
2013-05-13,"45-64",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-13,"65+",1,2013,5,2013-05-01,"PCV13","65+"
2013-05-20,"2-4",2,2013,5,2013-05-01,"PCV13","2-64"
2013-05-20,"15-44",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-20,"45-64",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-27,"15-44",2,2013,5,2013-05-01,"PCV13","2-64"
2013-05-27,"45-64",1,2013,5,2013-05-01,"PCV13","2-64"
2013-05-27,"65+",2,2013,5,2013-05-01,"PCV13","65+"
2013-06-03,"15-44",2,2013,6,2013-06-01,"PCV13","2-64"
2013-06-03,"45-64",2,2013,6,2013-06-01,"PCV13","2-64"
2013-06-03,"65+",2,2013,6,2013-06-01,"PCV13","65+"
2013-06-10,"<2",1,2013,6,2013-06-01,"PCV13","<2"
2013-06-10,"15-44",1,2013,6,2013-06-01,"PCV13","2-64"
2013-06-10,"45-64",1,2013,6,2013-06-01,"PCV13","2-64"
2013-06-17,"65+",1,2013,6,2013-06-01,"PCV13","65+"
2013-06-24,"2-4",1,2013,6,2013-06-01,"PCV13","2-64"
2013-07-08,"15-44",2,2013,7,2013-07-01,"PCV13","2-64"
2013-07-08,"65+",2,2013,7,2013-07-01,"PCV13","65+"
2013-07-15,"45-64",1,2013,7,2013-07-01,"PCV13","2-64"
2013-07-22,"<2",1,2013,7,2013-07-01,"PCV13","<2"
2013-07-29,"45-64",3,2013,7,2013-07-01,"PCV13","2-64"
2013-08-12,"65+",1,2013,8,2013-08-01,"PCV13","65+"
2013-08-26,"15-44",1,2013,8,2013-08-01,"PCV13","2-64"
2013-09-16,"15-44",1,2013,9,2013-09-01,"PCV13","2-64"
2013-09-16,"65+",2,2013,9,2013-09-01,"PCV13","65+"
2013-09-23,"5-14",2,2013,9,2013-09-01,"PCV13","2-64"
2013-09-23,"15-44",1,2013,9,2013-09-01,"PCV13","2-64"
2013-09-23,"45-64",2,2013,9,2013-09-01,"PCV13","2-64"
2013-09-30,"15-44",1,2013,9,2013-09-01,"PCV13","2-64"
2013-09-30,"45-64",2,2013,9,2013-09-01,"PCV13","2-64"
2013-10-07,"45-64",1,2013,10,2013-10-01,"PCV13","2-64"
2013-10-14,"15-44",1,2013,10,2013-10-01,"PCV13","2-64"
2013-10-14,"45-64",1,2013,10,2013-10-01,"PCV13","2-64"
2013-10-14,"65+",1,2013,10,2013-10-01,"PCV13","65+"
2013-10-21,"45-64",1,2013,10,2013-10-01,"PCV13","2-64"
2013-11-04,"15-44",1,2013,11,2013-11-01,"PCV13","2-64"
2013-11-04,"45-64",2,2013,11,2013-11-01,"PCV13","2-64"
2013-11-04,"65+",2,2013,11,2013-11-01,"PCV13","65+"
2013-11-11,"15-44",1,2013,11,2013-11-01,"PCV13","2-64"
2013-11-11,"45-64",1,2013,11,2013-11-01,"PCV13","2-64"
2013-11-11,"65+",1,2013,11,2013-11-01,"PCV13","65+"
2013-11-18,"65+",2,2013,11,2013-11-01,"PCV13","65+"
2013-11-25,"45-64",1,2013,11,2013-11-01,"PCV13","2-64"
2013-11-25,"65+",1,2013,11,2013-11-01,"PCV13","65+"
2013-12-02,"15-44",1,2013,12,2013-12-01,"PCV13","2-64"
2013-12-02,"45-64",3,2013,12,2013-12-01,"PCV13","2-64"
2013-12-09,"45-64",2,2013,12,2013-12-01,"PCV13","2-64"
2013-12-09,"65+",2,2013,12,2013-12-01,"PCV13","65+"
2013-12-16,"5-14",2,2013,12,2013-12-01,"PCV13","2-64"
2013-12-16,"15-44",3,2013,12,2013-12-01,"PCV13","2-64"
2013-12-16,"45-64",4,2013,12,2013-12-01,"PCV13","2-64"
2013-12-16,"65+",5,2013,12,2013-12-01,"PCV13","65+"
2013-12-23,"15-44",1,2013,12,2013-12-01,"PCV13","2-64"
2013-12-23,"65+",4,2013,12,2013-12-01,"PCV13","65+"
2013-12-30,"<2",1,2013,12,2013-12-01,"PCV13","<2"
2013-12-30,"2-4",1,2013,12,2013-12-01,"PCV13","2-64"
2013-12-30,"15-44",1,2013,12,2013-12-01,"PCV13","2-64"
2013-12-30,"45-64",8,2013,12,2013-12-01,"PCV13","2-64"
2013-12-30,"65+",12,2013,12,2013-12-01,"PCV13","65+"
2014-01-06,"<2",3,2014,1,2014-01-01,"PCV13","<2"
2014-01-06,"15-44",2,2014,1,2014-01-01,"PCV13","2-64"
2014-01-06,"45-64",3,2014,1,2014-01-01,"PCV13","2-64"
2014-01-06,"65+",4,2014,1,2014-01-01,"PCV13","65+"
2014-01-13,"<2",1,2014,1,2014-01-01,"PCV13","<2"
2014-01-13,"65+",2,2014,1,2014-01-01,"PCV13","65+"
2014-01-20,"65+",1,2014,1,2014-01-01,"PCV13","65+"
2014-01-27,"<2",1,2014,1,2014-01-01,"PCV13","<2"
2014-01-27,"2-4",1,2014,1,2014-01-01,"PCV13","2-64"
2014-01-27,"65+",3,2014,1,2014-01-01,"PCV13","65+"
2014-02-03,"2-4",1,2014,2,2014-02-01,"PCV13","2-64"
2014-02-03,"5-14",1,2014,2,2014-02-01,"PCV13","2-64"
2014-02-03,"15-44",2,2014,2,2014-02-01,"PCV13","2-64"
2014-02-03,"45-64",2,2014,2,2014-02-01,"PCV13","2-64"
2014-02-03,"65+",3,2014,2,2014-02-01,"PCV13","65+"
2014-02-10,"15-44",3,2014,2,2014-02-01,"PCV13","2-64"
2014-02-10,"45-64",3,2014,2,2014-02-01,"PCV13","2-64"
2014-02-10,"65+",5,2014,2,2014-02-01,"PCV13","65+"
2014-02-17,"<2",1,2014,2,2014-02-01,"PCV13","<2"
2014-02-17,"15-44",5,2014,2,2014-02-01,"PCV13","2-64"
2014-02-17,"45-64",4,2014,2,2014-02-01,"PCV13","2-64"
2014-02-17,"65+",5,2014,2,2014-02-01,"PCV13","65+"
2014-02-24,"15-44",3,2014,2,2014-02-01,"PCV13","2-64"
2014-02-24,"45-64",1,2014,2,2014-02-01,"PCV13","2-64"
2014-02-24,"65+",6,2014,2,2014-02-01,"PCV13","65+"
2014-03-03,"15-44",1,2014,3,2014-03-01,"PCV13","2-64"
2014-03-03,"45-64",2,2014,3,2014-03-01,"PCV13","2-64"
2014-03-03,"65+",4,2014,3,2014-03-01,"PCV13","65+"
2014-03-10,"15-44",1,2014,3,2014-03-01,"PCV13","2-64"
2014-03-10,"45-64",4,2014,3,2014-03-01,"PCV13","2-64"
2014-03-10,"65+",2,2014,3,2014-03-01,"PCV13","65+"
2014-03-17,"15-44",3,2014,3,2014-03-01,"PCV13","2-64"
2014-03-17,"45-64",2,2014,3,2014-03-01,"PCV13","2-64"
2014-03-17,"65+",1,2014,3,2014-03-01,"PCV13","65+"
2014-03-24,"5-14",1,2014,3,2014-03-01,"PCV13","2-64"
2014-03-24,"15-44",4,2014,3,2014-03-01,"PCV13","2-64"
2014-03-24,"45-64",3,2014,3,2014-03-01,"PCV13","2-64"
2014-03-24,"65+",3,2014,3,2014-03-01,"PCV13","65+"
2014-03-31,"45-64",3,2014,3,2014-03-01,"PCV13","2-64"
2014-03-31,"65+",7,2014,3,2014-03-01,"PCV13","65+"
2014-04-07,"15-44",2,2014,4,2014-04-01,"PCV13","2-64"
2014-04-07,"45-64",1,2014,4,2014-04-01,"PCV13","2-64"
2014-04-07,"65+",3,2014,4,2014-04-01,"PCV13","65+"
2014-04-14,"15-44",2,2014,4,2014-04-01,"PCV13","2-64"
2014-04-14,"45-64",1,2014,4,2014-04-01,"PCV13","2-64"
2014-04-14,"65+",4,2014,4,2014-04-01,"PCV13","65+"
2014-04-21,"15-44",1,2014,4,2014-04-01,"PCV13","2-64"
2014-04-21,"45-64",6,2014,4,2014-04-01,"PCV13","2-64"
2014-04-21,"65+",7,2014,4,2014-04-01,"PCV13","65+"
2014-04-28,"<2",1,2014,4,2014-04-01,"PCV13","<2"
2014-04-28,"45-64",3,2014,4,2014-04-01,"PCV13","2-64"
2014-04-28,"65+",2,2014,4,2014-04-01,"PCV13","65+"
2014-05-05,"15-44",1,2014,5,2014-05-01,"PCV13","2-64"
2014-05-05,"45-64",2,2014,5,2014-05-01,"PCV13","2-64"
2014-05-05,"65+",4,2014,5,2014-05-01,"PCV13","65+"
2014-05-12,"15-44",2,2014,5,2014-05-01,"PCV13","2-64"
2014-05-12,"45-64",2,2014,5,2014-05-01,"PCV13","2-64"
2014-05-12,"65+",1,2014,5,2014-05-01,"PCV13","65+"
2014-05-19,"<2",1,2014,5,2014-05-01,"PCV13","<2"
2014-05-19,"15-44",1,2014,5,2014-05-01,"PCV13","2-64"
2014-05-19,"45-64",3,2014,5,2014-05-01,"PCV13","2-64"
2014-05-26,"65+",2,2014,5,2014-05-01,"PCV13","65+"
2014-06-02,"<2",1,2014,6,2014-06-01,"PCV13","<2"
2014-06-02,"15-44",1,2014,6,2014-06-01,"PCV13","2-64"
2014-06-02,"45-64",2,2014,6,2014-06-01,"PCV13","2-64"
2014-06-02,"65+",1,2014,6,2014-06-01,"PCV13","65+"
2014-06-09,"15-44",1,2014,6,2014-06-01,"PCV13","2-64"
2014-06-09,"45-64",3,2014,6,2014-06-01,"PCV13","2-64"
2014-06-16,"65+",1,2014,6,2014-06-01,"PCV13","65+"
2014-06-23,"<2",1,2014,6,2014-06-01,"PCV13","<2"
2014-06-23,"15-44",2,2014,6,2014-06-01,"PCV13","2-64"
2014-06-23,"45-64",3,2014,6,2014-06-01,"PCV13","2-64"
2014-06-23,"65+",2,2014,6,2014-06-01,"PCV13","65+"
2014-06-30,"5-14",1,2014,6,2014-06-01,"PCV13","2-64"
2014-06-30,"15-44",2,2014,6,2014-06-01,"PCV13","2-64"
2014-06-30,"45-64",6,2014,6,2014-06-01,"PCV13","2-64"
2014-07-07,"45-64",2,2014,7,2014-07-01,"PCV13","2-64"
2014-07-07,"65+",1,2014,7,2014-07-01,"PCV13","65+"
2014-07-14,"15-44",1,2014,7,2014-07-01,"PCV13","2-64"
2014-07-14,"65+",3,2014,7,2014-07-01,"PCV13","65+"
2014-07-21,"65+",1,2014,7,2014-07-01,"PCV13","65+"
2014-07-28,"<2",1,2014,7,2014-07-01,"PCV13","<2"
2014-08-04,"15-44",1,2014,8,2014-08-01,"PCV13","2-64"
2014-08-04,"45-64",1,2014,8,2014-08-01,"PCV13","2-64"
2014-08-11,"15-44",1,2014,8,2014-08-01,"PCV13","2-64"
2014-08-11,"65+",1,2014,8,2014-08-01,"PCV13","65+"
2014-08-25,"65+",2,2014,8,2014-08-01,"PCV13","65+"
2014-09-01,"5-14",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-01,"45-64",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-01,"65+",1,2014,9,2014-09-01,"PCV13","65+"
2014-09-08,"5-14",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-08,"15-44",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-15,"45-64",2,2014,9,2014-09-01,"PCV13","2-64"
2014-09-15,"65+",2,2014,9,2014-09-01,"PCV13","65+"
2014-09-29,"2-4",2,2014,9,2014-09-01,"PCV13","2-64"
2014-09-29,"15-44",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-29,"45-64",1,2014,9,2014-09-01,"PCV13","2-64"
2014-09-29,"65+",1,2014,9,2014-09-01,"PCV13","65+"
2014-10-06,"15-44",1,2014,10,2014-10-01,"PCV13","2-64"
2014-10-06,"45-64",3,2014,10,2014-10-01,"PCV13","2-64"
2014-10-06,"65+",1,2014,10,2014-10-01,"PCV13","65+"
2014-10-13,"15-44",1,2014,10,2014-10-01,"PCV13","2-64"
2014-10-13,"45-64",2,2014,10,2014-10-01,"PCV13","2-64"
2014-10-13,"65+",1,2014,10,2014-10-01,"PCV13","65+"
2014-10-20,"2-4",1,2014,10,2014-10-01,"PCV13","2-64"
2014-10-20,"15-44",3,2014,10,2014-10-01,"PCV13","2-64"
2014-10-20,"65+",2,2014,10,2014-10-01,"PCV13","65+"
2014-10-27,"15-44",2,2014,10,2014-10-01,"PCV13","2-64"
2014-10-27,"45-64",4,2014,10,2014-10-01,"PCV13","2-64"
2014-10-27,"65+",3,2014,10,2014-10-01,"PCV13","65+"
2014-11-03,"2-4",1,2014,11,2014-11-01,"PCV13","2-64"
2014-11-03,"15-44",1,2014,11,2014-11-01,"PCV13","2-64"
2014-11-03,"45-64",2,2014,11,2014-11-01,"PCV13","2-64"
2014-11-03,"65+",3,2014,11,2014-11-01,"PCV13","65+"
2014-11-10,"15-44",2,2014,11,2014-11-01,"PCV13","2-64"
2014-11-10,"45-64",6,2014,11,2014-11-01,"PCV13","2-64"
2014-11-10,"65+",5,2014,11,2014-11-01,"PCV13","65+"
2014-11-17,"2-4",1,2014,11,2014-11-01,"PCV13","2-64"
2014-11-17,"45-64",2,2014,11,2014-11-01,"PCV13","2-64"
2014-11-17,"65+",3,2014,11,2014-11-01,"PCV13","65+"
2014-11-24,"45-64",4,2014,11,2014-11-01,"PCV13","2-64"
2014-11-24,"65+",2,2014,11,2014-11-01,"PCV13","65+"
2014-12-01,"15-44",2,2014,12,2014-12-01,"PCV13","2-64"
2014-12-01,"65+",3,2014,12,2014-12-01,"PCV13","65+"
2014-12-08,"15-44",2,2014,12,2014-12-01,"PCV13","2-64"
2014-12-08,"45-64",7,2014,12,2014-12-01,"PCV13","2-64"
2014-12-08,"65+",4,2014,12,2014-12-01,"PCV13","65+"
2014-12-15,"5-14",1,2014,12,2014-12-01,"PCV13","2-64"
2014-12-15,"15-44",5,2014,12,2014-12-01,"PCV13","2-64"
2014-12-15,"45-64",3,2014,12,2014-12-01,"PCV13","2-64"
2014-12-15,"65+",6,2014,12,2014-12-01,"PCV13","65+"
2014-12-22,"2-4",1,2014,12,2014-12-01,"PCV13","2-64"
2014-12-22,"15-44",2,2014,12,2014-12-01,"PCV13","2-64"
2014-12-22,"45-64",7,2014,12,2014-12-01,"PCV13","2-64"
2014-12-22,"65+",9,2014,12,2014-12-01,"PCV13","65+"
2014-12-29,"2-4",1,2014,12,2014-12-01,"PCV13","2-64"
2014-12-29,"15-44",9,2014,12,2014-12-01,"PCV13","2-64"
2014-12-29,"45-64",18,2014,12,2014-12-01,"PCV13","2-64"
2014-12-29,"65+",14,2014,12,2014-12-01,"PCV13","65+"
2015-01-05,"<2",2,2015,1,2015-01-01,"PCV13","<2"
2015-01-05,"15-44",3,2015,1,2015-01-01,"PCV13","2-64"
2015-01-05,"45-64",7,2015,1,2015-01-01,"PCV13","2-64"
2015-01-05,"65+",11,2015,1,2015-01-01,"PCV13","65+"
2015-01-12,"45-64",1,2015,1,2015-01-01,"PCV13","2-64"
2015-01-12,"65+",4,2015,1,2015-01-01,"PCV13","65+"
2015-01-19,"15-44",4,2015,1,2015-01-01,"PCV13","2-64"
2015-01-19,"45-64",2,2015,1,2015-01-01,"PCV13","2-64"
2015-01-19,"65+",2,2015,1,2015-01-01,"PCV13","65+"
2015-01-26,"<2",1,2015,1,2015-01-01,"PCV13","<2"
2015-01-26,"2-4",1,2015,1,2015-01-01,"PCV13","2-64"
2015-01-26,"15-44",1,2015,1,2015-01-01,"PCV13","2-64"
2015-01-26,"45-64",3,2015,1,2015-01-01,"PCV13","2-64"
2015-01-26,"65+",5,2015,1,2015-01-01,"PCV13","65+"
2015-02-02,"15-44",5,2015,2,2015-02-01,"PCV13","2-64"
2015-02-02,"45-64",8,2015,2,2015-02-01,"PCV13","2-64"
2015-02-02,"65+",5,2015,2,2015-02-01,"PCV13","65+"
2015-02-09,"<2",1,2015,2,2015-02-01,"PCV13","<2"
2015-02-09,"15-44",4,2015,2,2015-02-01,"PCV13","2-64"
2015-02-09,"45-64",4,2015,2,2015-02-01,"PCV13","2-64"
2015-02-09,"65+",5,2015,2,2015-02-01,"PCV13","65+"
2015-02-16,"2-4",1,2015,2,2015-02-01,"PCV13","2-64"
2015-02-16,"5-14",1,2015,2,2015-02-01,"PCV13","2-64"
2015-02-16,"15-44",5,2015,2,2015-02-01,"PCV13","2-64"
2015-02-16,"45-64",8,2015,2,2015-02-01,"PCV13","2-64"
2015-02-16,"65+",4,2015,2,2015-02-01,"PCV13","65+"
2015-02-23,"<2",2,2015,2,2015-02-01,"PCV13","<2"
2015-02-23,"2-4",2,2015,2,2015-02-01,"PCV13","2-64"
2015-02-23,"15-44",4,2015,2,2015-02-01,"PCV13","2-64"
2015-02-23,"45-64",13,2015,2,2015-02-01,"PCV13","2-64"
2015-02-23,"65+",12,2015,2,2015-02-01,"PCV13","65+"
2015-03-02,"<2",2,2015,3,2015-03-01,"PCV13","<2"
2015-03-02,"15-44",3,2015,3,2015-03-01,"PCV13","2-64"
2015-03-02,"45-64",4,2015,3,2015-03-01,"PCV13","2-64"
2015-03-02,"65+",3,2015,3,2015-03-01,"PCV13","65+"
2015-03-09,"2-4",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-09,"5-14",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-09,"15-44",3,2015,3,2015-03-01,"PCV13","2-64"
2015-03-09,"45-64",3,2015,3,2015-03-01,"PCV13","2-64"
2015-03-09,"65+",5,2015,3,2015-03-01,"PCV13","65+"
2015-03-16,"<2",2,2015,3,2015-03-01,"PCV13","<2"
2015-03-16,"2-4",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-16,"15-44",2,2015,3,2015-03-01,"PCV13","2-64"
2015-03-16,"45-64",7,2015,3,2015-03-01,"PCV13","2-64"
2015-03-16,"65+",5,2015,3,2015-03-01,"PCV13","65+"
2015-03-23,"<2",1,2015,3,2015-03-01,"PCV13","<2"
2015-03-23,"2-4",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-23,"5-14",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-23,"15-44",5,2015,3,2015-03-01,"PCV13","2-64"
2015-03-23,"45-64",3,2015,3,2015-03-01,"PCV13","2-64"
2015-03-23,"65+",6,2015,3,2015-03-01,"PCV13","65+"
2015-03-30,"<2",1,2015,3,2015-03-01,"PCV13","<2"
2015-03-30,"15-44",1,2015,3,2015-03-01,"PCV13","2-64"
2015-03-30,"45-64",10,2015,3,2015-03-01,"PCV13","2-64"
2015-03-30,"65+",6,2015,3,2015-03-01,"PCV13","65+"
2015-04-06,"15-44",5,2015,4,2015-04-01,"PCV13","2-64"
2015-04-06,"45-64",8,2015,4,2015-04-01,"PCV13","2-64"
2015-04-06,"65+",5,2015,4,2015-04-01,"PCV13","65+"
2015-04-13,"<2",2,2015,4,2015-04-01,"PCV13","<2"
2015-04-13,"45-64",7,2015,4,2015-04-01,"PCV13","2-64"
2015-04-13,"65+",4,2015,4,2015-04-01,"PCV13","65+"
2015-04-20,"2-4",1,2015,4,2015-04-01,"PCV13","2-64"
2015-04-20,"5-14",1,2015,4,2015-04-01,"PCV13","2-64"
2015-04-20,"15-44",2,2015,4,2015-04-01,"PCV13","2-64"
2015-04-20,"45-64",7,2015,4,2015-04-01,"PCV13","2-64"
2015-04-20,"65+",6,2015,4,2015-04-01,"PCV13","65+"
2015-04-27,"15-44",2,2015,4,2015-04-01,"PCV13","2-64"
2015-04-27,"45-64",3,2015,4,2015-04-01,"PCV13","2-64"
2015-04-27,"65+",1,2015,4,2015-04-01,"PCV13","65+"
2015-05-04,"<2",1,2015,5,2015-05-01,"PCV13","<2"
2015-05-04,"15-44",2,2015,5,2015-05-01,"PCV13","2-64"
2015-05-04,"45-64",4,2015,5,2015-05-01,"PCV13","2-64"
2015-05-04,"65+",4,2015,5,2015-05-01,"PCV13","65+"
2015-05-11,"<2",1,2015,5,2015-05-01,"PCV13","<2"
2015-05-11,"15-44",3,2015,5,2015-05-01,"PCV13","2-64"
2015-05-11,"45-64",10,2015,5,2015-05-01,"PCV13","2-64"
2015-05-11,"65+",2,2015,5,2015-05-01,"PCV13","65+"
2015-05-18,"<2",1,2015,5,2015-05-01,"PCV13","<2"
2015-05-18,"15-44",5,2015,5,2015-05-01,"PCV13","2-64"
2015-05-18,"45-64",8,2015,5,2015-05-01,"PCV13","2-64"
2015-05-18,"65+",10,2015,5,2015-05-01,"PCV13","65+"
2015-05-25,"<2",1,2015,5,2015-05-01,"PCV13","<2"
2015-05-25,"15-44",4,2015,5,2015-05-01,"PCV13","2-64"
2015-05-25,"45-64",6,2015,5,2015-05-01,"PCV13","2-64"
2015-05-25,"65+",2,2015,5,2015-05-01,"PCV13","65+"
2015-06-01,"15-44",5,2015,6,2015-06-01,"PCV13","2-64"
2015-06-01,"45-64",7,2015,6,2015-06-01,"PCV13","2-64"
2015-06-01,"65+",6,2015,6,2015-06-01,"PCV13","65+"
2015-06-08,"15-44",1,2015,6,2015-06-01,"PCV13","2-64"
2015-06-08,"45-64",3,2015,6,2015-06-01,"PCV13","2-64"
2015-06-08,"65+",3,2015,6,2015-06-01,"PCV13","65+"
2015-06-15,"<2",2,2015,6,2015-06-01,"PCV13","<2"
2015-06-15,"2-4",1,2015,6,2015-06-01,"PCV13","2-64"
2015-06-15,"45-64",4,2015,6,2015-06-01,"PCV13","2-64"
2015-06-15,"65+",1,2015,6,2015-06-01,"PCV13","65+"
