"week_date","ageGroup6","counts","year","month","yearMonth","vacc","ageGroup3"
2003-03-24,"15-44",1,2003,3,2003-03-01,"Pre-PCV7","2-64"
2003-03-24,"45-64",1,2003,3,2003-03-01,"Pre-PCV7","2-64"
2003-03-31,"45-64",1,2003,3,2003-03-01,"Pre-PCV7","2-64"
2003-04-14,"15-44",3,2003,4,2003-04-01,"Pre-PCV7","2-64"
2003-04-14,"45-64",1,2003,4,2003-04-01,"Pre-PCV7","2-64"
2003-04-21,"45-64",1,2003,4,2003-04-01,"Pre-PCV7","2-64"
2003-04-21,"65+",1,2003,4,2003-04-01,"Pre-PCV7","65+"
2003-04-28,"45-64",2,2003,4,2003-04-01,"Pre-PCV7","2-64"
2003-05-12,"15-44",1,2003,5,2003-05-01,"Pre-PCV7","2-64"
2003-05-19,"65+",1,2003,5,2003-05-01,"Pre-PCV7","65+"
2003-05-26,"15-44",2,2003,5,2003-05-01,"Pre-PCV7","2-64"
2003-05-26,"45-64",1,2003,5,2003-05-01,"Pre-PCV7","2-64"
2003-05-26,"65+",1,2003,5,2003-05-01,"Pre-PCV7","65+"
2003-06-02,"<2",1,2003,6,2003-06-01,"Pre-PCV7","<2"
2003-06-02,"15-44",1,2003,6,2003-06-01,"Pre-PCV7","2-64"
2003-06-30,"45-64",1,2003,6,2003-06-01,"Pre-PCV7","2-64"
2003-07-14,"15-44",1,2003,7,2003-07-01,"Pre-PCV7","2-64"
2003-07-14,"45-64",1,2003,7,2003-07-01,"Pre-PCV7","2-64"
2003-07-21,"45-64",1,2003,7,2003-07-01,"Pre-PCV7","2-64"
2003-08-04,"45-64",1,2003,8,2003-08-01,"Pre-PCV7","2-64"
2003-08-11,"45-64",1,2003,8,2003-08-01,"Pre-PCV7","2-64"
2003-08-11,"65+",1,2003,8,2003-08-01,"Pre-PCV7","65+"
2003-09-08,"65+",1,2003,9,2003-09-01,"Pre-PCV7","65+"
2003-09-15,"15-44",1,2003,9,2003-09-01,"Pre-PCV7","2-64"
2003-09-15,"65+",3,2003,9,2003-09-01,"Pre-PCV7","65+"
2003-09-22,"45-64",1,2003,9,2003-09-01,"Pre-PCV7","2-64"
2003-09-29,"45-64",1,2003,9,2003-09-01,"Pre-PCV7","2-64"
2003-10-27,"45-64",1,2003,10,2003-10-01,"Pre-PCV7","2-64"
2003-10-27,"65+",1,2003,10,2003-10-01,"Pre-PCV7","65+"
2003-11-10,"45-64",1,2003,11,2003-11-01,"Pre-PCV7","2-64"
2003-11-17,"<2",1,2003,11,2003-11-01,"Pre-PCV7","<2"
2003-11-17,"15-44",1,2003,11,2003-11-01,"Pre-PCV7","2-64"
2003-11-17,"65+",1,2003,11,2003-11-01,"Pre-PCV7","65+"
2003-11-24,"45-64",1,2003,11,2003-11-01,"Pre-PCV7","2-64"
2003-12-01,"15-44",1,2003,12,2003-12-01,"Pre-PCV7","2-64"
2003-12-01,"45-64",1,2003,12,2003-12-01,"Pre-PCV7","2-64"
2003-12-01,"65+",2,2003,12,2003-12-01,"Pre-PCV7","65+"
2003-12-08,"45-64",1,2003,12,2003-12-01,"Pre-PCV7","2-64"
2003-12-08,"65+",1,2003,12,2003-12-01,"Pre-PCV7","65+"
2003-12-15,"65+",3,2003,12,2003-12-01,"Pre-PCV7","65+"
2003-12-15,"Unknown",1,2003,12,2003-12-01,"Pre-PCV7","Unknown"
2003-12-22,"15-44",2,2003,12,2003-12-01,"Pre-PCV7","2-64"
2003-12-29,"15-44",1,2003,12,2003-12-01,"Pre-PCV7","2-64"
2004-01-05,"15-44",1,2004,1,2004-01-01,"Pre-PCV7","2-64"
2004-01-05,"45-64",1,2004,1,2004-01-01,"Pre-PCV7","2-64"
2004-01-05,"65+",1,2004,1,2004-01-01,"Pre-PCV7","65+"
2004-01-12,"15-44",1,2004,1,2004-01-01,"Pre-PCV7","2-64"
2004-01-19,"45-64",3,2004,1,2004-01-01,"Pre-PCV7","2-64"
2004-01-19,"65+",1,2004,1,2004-01-01,"Pre-PCV7","65+"
2004-01-26,"15-44",1,2004,1,2004-01-01,"Pre-PCV7","2-64"
2004-02-02,"45-64",1,2004,2,2004-02-01,"Pre-PCV7","2-64"
2004-02-02,"65+",1,2004,2,2004-02-01,"Pre-PCV7","65+"
2004-02-09,"45-64",1,2004,2,2004-02-01,"Pre-PCV7","2-64"
2004-02-16,"15-44",1,2004,2,2004-02-01,"Pre-PCV7","2-64"
2004-02-16,"65+",1,2004,2,2004-02-01,"Pre-PCV7","65+"
2004-03-01,"15-44",2,2004,3,2004-03-01,"Pre-PCV7","2-64"
2004-03-01,"45-64",1,2004,3,2004-03-01,"Pre-PCV7","2-64"
2004-03-08,"15-44",1,2004,3,2004-03-01,"Pre-PCV7","2-64"
2004-03-15,"65+",1,2004,3,2004-03-01,"Pre-PCV7","65+"
2004-03-22,"15-44",2,2004,3,2004-03-01,"Pre-PCV7","2-64"
2004-03-29,"15-44",1,2004,3,2004-03-01,"Pre-PCV7","2-64"
2004-03-29,"65+",1,2004,3,2004-03-01,"Pre-PCV7","65+"
2004-04-05,"15-44",1,2004,4,2004-04-01,"Pre-PCV7","2-64"
2004-04-05,"45-64",2,2004,4,2004-04-01,"Pre-PCV7","2-64"
2004-04-19,"15-44",1,2004,4,2004-04-01,"Pre-PCV7","2-64"
2004-04-19,"65+",1,2004,4,2004-04-01,"Pre-PCV7","65+"
2004-05-03,"15-44",1,2004,5,2004-05-01,"Pre-PCV7","2-64"
2004-05-10,"<2",1,2004,5,2004-05-01,"Pre-PCV7","<2"
2004-05-17,"65+",1,2004,5,2004-05-01,"Pre-PCV7","65+"
2004-05-24,"45-64",1,2004,5,2004-05-01,"Pre-PCV7","2-64"
2004-05-24,"65+",1,2004,5,2004-05-01,"Pre-PCV7","65+"
2004-05-31,"15-44",1,2004,5,2004-05-01,"Pre-PCV7","2-64"
2004-06-14,"<2",1,2004,6,2004-06-01,"Pre-PCV7","<2"
2004-06-14,"65+",1,2004,6,2004-06-01,"Pre-PCV7","65+"
2004-06-21,"15-44",1,2004,6,2004-06-01,"Pre-PCV7","2-64"
2004-06-21,"65+",1,2004,6,2004-06-01,"Pre-PCV7","65+"
2004-07-12,"<2",1,2004,7,2004-07-01,"Pre-PCV7","<2"
2004-07-12,"15-44",1,2004,7,2004-07-01,"Pre-PCV7","2-64"
2004-07-19,"15-44",2,2004,7,2004-07-01,"Pre-PCV7","2-64"
2004-07-19,"65+",1,2004,7,2004-07-01,"Pre-PCV7","65+"
2004-08-02,"15-44",1,2004,8,2004-08-01,"Pre-PCV7","2-64"
2004-08-02,"45-64",1,2004,8,2004-08-01,"Pre-PCV7","2-64"
2004-08-23,"45-64",1,2004,8,2004-08-01,"Pre-PCV7","2-64"
2004-08-30,"65+",1,2004,8,2004-08-01,"Pre-PCV7","65+"
2004-09-06,"45-64",1,2004,9,2004-09-01,"Pre-PCV7","2-64"
2004-09-06,"Unknown",1,2004,9,2004-09-01,"Pre-PCV7","Unknown"
2004-09-27,"45-64",1,2004,9,2004-09-01,"Pre-PCV7","2-64"
2004-09-27,"65+",1,2004,9,2004-09-01,"Pre-PCV7","65+"
2004-10-11,"45-64",1,2004,10,2004-10-01,"Pre-PCV7","2-64"
2004-10-18,"65+",1,2004,10,2004-10-01,"Pre-PCV7","65+"
2004-10-25,"<2",1,2004,10,2004-10-01,"Pre-PCV7","<2"
2004-10-25,"65+",1,2004,10,2004-10-01,"Pre-PCV7","65+"
2004-11-01,"65+",1,2004,11,2004-11-01,"Pre-PCV7","65+"
2004-11-22,"45-64",2,2004,11,2004-11-01,"Pre-PCV7","2-64"
2004-12-13,"45-64",1,2004,12,2004-12-01,"Pre-PCV7","2-64"
2004-12-13,"65+",1,2004,12,2004-12-01,"Pre-PCV7","65+"
2004-12-20,"45-64",1,2004,12,2004-12-01,"Pre-PCV7","2-64"
2004-12-27,"15-44",2,2004,12,2004-12-01,"Pre-PCV7","2-64"
2004-12-27,"45-64",1,2004,12,2004-12-01,"Pre-PCV7","2-64"
2005-01-03,"45-64",2,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-03,"65+",1,2005,1,2005-01-01,"Pre-PCV7","65+"
2005-01-10,"15-44",2,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-10,"45-64",1,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-10,"65+",2,2005,1,2005-01-01,"Pre-PCV7","65+"
2005-01-17,"45-64",1,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-17,"65+",1,2005,1,2005-01-01,"Pre-PCV7","65+"
2005-01-24,"45-64",1,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-24,"65+",1,2005,1,2005-01-01,"Pre-PCV7","65+"
2005-01-31,"15-44",1,2005,1,2005-01-01,"Pre-PCV7","2-64"
2005-01-31,"65+",2,2005,1,2005-01-01,"Pre-PCV7","65+"
2005-02-07,"15-44",2,2005,2,2005-02-01,"Pre-PCV7","2-64"
2005-02-14,"15-44",1,2005,2,2005-02-01,"Pre-PCV7","2-64"
2005-02-14,"65+",1,2005,2,2005-02-01,"Pre-PCV7","65+"
2005-02-21,"45-64",1,2005,2,2005-02-01,"Pre-PCV7","2-64"
2005-02-21,"65+",2,2005,2,2005-02-01,"Pre-PCV7","65+"
2005-02-21,"Unknown",1,2005,2,2005-02-01,"Pre-PCV7","Unknown"
2005-02-28,"15-44",1,2005,2,2005-02-01,"Pre-PCV7","2-64"
2005-02-28,"45-64",1,2005,2,2005-02-01,"Pre-PCV7","2-64"
2005-03-07,"65+",2,2005,3,2005-03-01,"Pre-PCV7","65+"
2005-03-14,"<2",1,2005,3,2005-03-01,"Pre-PCV7","<2"
2005-03-14,"45-64",2,2005,3,2005-03-01,"Pre-PCV7","2-64"
2005-03-21,"15-44",1,2005,3,2005-03-01,"Pre-PCV7","2-64"
2005-03-21,"65+",1,2005,3,2005-03-01,"Pre-PCV7","65+"
2005-03-28,"45-64",2,2005,3,2005-03-01,"Pre-PCV7","2-64"
2005-03-28,"65+",2,2005,3,2005-03-01,"Pre-PCV7","65+"
2005-04-04,"<2",1,2005,4,2005-04-01,"Pre-PCV7","<2"
2005-04-04,"65+",1,2005,4,2005-04-01,"Pre-PCV7","65+"
2005-04-11,"45-64",1,2005,4,2005-04-01,"Pre-PCV7","2-64"
2005-04-18,"45-64",1,2005,4,2005-04-01,"Pre-PCV7","2-64"
2005-04-18,"65+",1,2005,4,2005-04-01,"Pre-PCV7","65+"
2005-04-25,"15-44",1,2005,4,2005-04-01,"Pre-PCV7","2-64"
2005-04-25,"45-64",1,2005,4,2005-04-01,"Pre-PCV7","2-64"
2005-04-25,"65+",2,2005,4,2005-04-01,"Pre-PCV7","65+"
2005-05-02,"<2",1,2005,5,2005-05-01,"Pre-PCV7","<2"
2005-05-02,"15-44",1,2005,5,2005-05-01,"Pre-PCV7","2-64"
2005-05-02,"65+",1,2005,5,2005-05-01,"Pre-PCV7","65+"
2005-05-09,"45-64",1,2005,5,2005-05-01,"Pre-PCV7","2-64"
2005-05-09,"65+",1,2005,5,2005-05-01,"Pre-PCV7","65+"
2005-05-16,"65+",1,2005,5,2005-05-01,"Pre-PCV7","65+"
2005-05-23,"15-44",1,2005,5,2005-05-01,"Pre-PCV7","2-64"
2005-05-23,"65+",3,2005,5,2005-05-01,"Pre-PCV7","65+"
2005-05-30,"15-44",1,2005,5,2005-05-01,"Pre-PCV7","2-64"
2005-05-30,"45-64",3,2005,5,2005-05-01,"Pre-PCV7","2-64"
2005-05-30,"65+",1,2005,5,2005-05-01,"Pre-PCV7","65+"
2005-06-06,"45-64",1,2005,6,2005-06-01,"Pre-PCV7","2-64"
2005-06-06,"65+",1,2005,6,2005-06-01,"Pre-PCV7","65+"
2005-06-13,"15-44",2,2005,6,2005-06-01,"Pre-PCV7","2-64"
2005-06-20,"15-44",1,2005,6,2005-06-01,"Pre-PCV7","2-64"
2005-06-20,"65+",1,2005,6,2005-06-01,"Pre-PCV7","65+"
2005-07-04,"65+",1,2005,7,2005-07-01,"Pre-PCV7","65+"
2005-07-11,"45-64",2,2005,7,2005-07-01,"Pre-PCV7","2-64"
2005-08-08,"65+",2,2005,8,2005-08-01,"Pre-PCV7","65+"
2005-08-22,"45-64",1,2005,8,2005-08-01,"Pre-PCV7","2-64"
2005-10-03,"15-44",1,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-03,"45-64",1,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-10,"15-44",1,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-10,"45-64",1,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-24,"45-64",1,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-31,"15-44",2,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-31,"45-64",2,2005,10,2005-10-01,"Pre-PCV7","2-64"
2005-10-31,"65+",2,2005,10,2005-10-01,"Pre-PCV7","65+"
2005-11-07,"15-44",1,2005,11,2005-11-01,"Pre-PCV7","2-64"
2005-11-07,"65+",1,2005,11,2005-11-01,"Pre-PCV7","65+"
2005-11-14,"65+",2,2005,11,2005-11-01,"Pre-PCV7","65+"
2005-11-28,"15-44",1,2005,11,2005-11-01,"Pre-PCV7","2-64"
2005-11-28,"65+",1,2005,11,2005-11-01,"Pre-PCV7","65+"
2005-12-05,"15-44",1,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-05,"65+",1,2005,12,2005-12-01,"Pre-PCV7","65+"
2005-12-05,"Unknown",1,2005,12,2005-12-01,"Pre-PCV7","Unknown"
2005-12-12,"15-44",1,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-12,"45-64",3,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-12,"65+",1,2005,12,2005-12-01,"Pre-PCV7","65+"
2005-12-19,"15-44",1,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-19,"65+",1,2005,12,2005-12-01,"Pre-PCV7","65+"
2005-12-26,"15-44",1,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-26,"45-64",3,2005,12,2005-12-01,"Pre-PCV7","2-64"
2005-12-26,"65+",2,2005,12,2005-12-01,"Pre-PCV7","65+"
2005-12-26,"Unknown",1,2005,12,2005-12-01,"Pre-PCV7","Unknown"
2006-01-02,"15-44",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-02,"65+",2,2006,1,2006-01-01,"PCV7","65+"
2006-01-02,"Unknown",1,2006,1,2006-01-01,"PCV7","Unknown"
2006-01-09,"15-44",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-09,"45-64",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-09,"65+",1,2006,1,2006-01-01,"PCV7","65+"
2006-01-16,"45-64",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-23,"45-64",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-30,"15-44",1,2006,1,2006-01-01,"PCV7","2-64"
2006-01-30,"45-64",1,2006,1,2006-01-01,"PCV7","2-64"
2006-02-06,"15-44",2,2006,2,2006-02-01,"PCV7","2-64"
2006-02-06,"45-64",2,2006,2,2006-02-01,"PCV7","2-64"
2006-02-06,"65+",2,2006,2,2006-02-01,"PCV7","65+"
2006-02-13,"65+",3,2006,2,2006-02-01,"PCV7","65+"
2006-02-20,"5-14",1,2006,2,2006-02-01,"PCV7","2-64"
2006-02-20,"45-64",1,2006,2,2006-02-01,"PCV7","2-64"
2006-02-20,"65+",1,2006,2,2006-02-01,"PCV7","65+"
2006-02-27,"45-64",2,2006,2,2006-02-01,"PCV7","2-64"
2006-02-27,"65+",1,2006,2,2006-02-01,"PCV7","65+"
2006-03-06,"<2",1,2006,3,2006-03-01,"PCV7","<2"
2006-03-06,"15-44",2,2006,3,2006-03-01,"PCV7","2-64"
2006-03-06,"45-64",1,2006,3,2006-03-01,"PCV7","2-64"
2006-03-06,"65+",2,2006,3,2006-03-01,"PCV7","65+"
2006-03-13,"45-64",2,2006,3,2006-03-01,"PCV7","2-64"
2006-03-13,"65+",2,2006,3,2006-03-01,"PCV7","65+"
2006-03-20,"5-14",1,2006,3,2006-03-01,"PCV7","2-64"
2006-03-20,"15-44",1,2006,3,2006-03-01,"PCV7","2-64"
2006-03-20,"45-64",2,2006,3,2006-03-01,"PCV7","2-64"
2006-03-20,"65+",1,2006,3,2006-03-01,"PCV7","65+"
2006-03-27,"45-64",3,2006,3,2006-03-01,"PCV7","2-64"
2006-03-27,"65+",3,2006,3,2006-03-01,"PCV7","65+"
2006-04-03,"15-44",2,2006,4,2006-04-01,"PCV7","2-64"
2006-04-03,"45-64",2,2006,4,2006-04-01,"PCV7","2-64"
2006-04-10,"45-64",3,2006,4,2006-04-01,"PCV7","2-64"
2006-04-17,"15-44",1,2006,4,2006-04-01,"PCV7","2-64"
2006-04-24,"45-64",1,2006,4,2006-04-01,"PCV7","2-64"
2006-05-01,"65+",1,2006,5,2006-05-01,"PCV7","65+"
2006-05-08,"15-44",3,2006,5,2006-05-01,"PCV7","2-64"
2006-05-08,"65+",1,2006,5,2006-05-01,"PCV7","65+"
2006-05-15,"15-44",1,2006,5,2006-05-01,"PCV7","2-64"
2006-05-15,"65+",1,2006,5,2006-05-01,"PCV7","65+"
2006-05-22,"15-44",1,2006,5,2006-05-01,"PCV7","2-64"
2006-05-22,"45-64",1,2006,5,2006-05-01,"PCV7","2-64"
2006-05-29,"45-64",1,2006,5,2006-05-01,"PCV7","2-64"
2006-06-05,"15-44",1,2006,6,2006-06-01,"PCV7","2-64"
2006-06-05,"45-64",1,2006,6,2006-06-01,"PCV7","2-64"
2006-06-12,"15-44",1,2006,6,2006-06-01,"PCV7","2-64"
2006-06-12,"45-64",1,2006,6,2006-06-01,"PCV7","2-64"
2006-06-12,"65+",1,2006,6,2006-06-01,"PCV7","65+"
2006-06-19,"45-64",1,2006,6,2006-06-01,"PCV7","2-64"
2006-06-19,"65+",1,2006,6,2006-06-01,"PCV7","65+"
2006-06-26,"45-64",1,2006,6,2006-06-01,"PCV7","2-64"
2006-07-03,"65+",1,2006,7,2006-07-01,"PCV7","65+"
2006-07-10,"15-44",1,2006,7,2006-07-01,"PCV7","2-64"
2006-07-10,"45-64",1,2006,7,2006-07-01,"PCV7","2-64"
2006-07-17,"45-64",1,2006,7,2006-07-01,"PCV7","2-64"
2006-07-24,"65+",1,2006,7,2006-07-01,"PCV7","65+"
2006-07-31,"15-44",1,2006,7,2006-07-01,"PCV7","2-64"
2006-07-31,"65+",1,2006,7,2006-07-01,"PCV7","65+"
2006-08-07,"15-44",1,2006,8,2006-08-01,"PCV7","2-64"
2006-08-14,"15-44",1,2006,8,2006-08-01,"PCV7","2-64"
2006-08-21,"65+",3,2006,8,2006-08-01,"PCV7","65+"
2006-08-28,"45-64",1,2006,8,2006-08-01,"PCV7","2-64"
2006-09-11,"15-44",1,2006,9,2006-09-01,"PCV7","2-64"
2006-09-11,"45-64",1,2006,9,2006-09-01,"PCV7","2-64"
2006-09-11,"65+",1,2006,9,2006-09-01,"PCV7","65+"
2006-10-02,"<2",1,2006,10,2006-10-01,"PCV7","<2"
2006-10-02,"15-44",1,2006,10,2006-10-01,"PCV7","2-64"
2006-10-02,"45-64",1,2006,10,2006-10-01,"PCV7","2-64"
2006-10-09,"65+",2,2006,10,2006-10-01,"PCV7","65+"
2006-10-23,"45-64",1,2006,10,2006-10-01,"PCV7","2-64"
2006-10-30,"65+",1,2006,10,2006-10-01,"PCV7","65+"
2006-11-06,"45-64",1,2006,11,2006-11-01,"PCV7","2-64"
2006-11-13,"45-64",2,2006,11,2006-11-01,"PCV7","2-64"
2006-11-20,"45-64",1,2006,11,2006-11-01,"PCV7","2-64"
2006-11-27,"<2",1,2006,11,2006-11-01,"PCV7","<2"
2006-11-27,"15-44",1,2006,11,2006-11-01,"PCV7","2-64"
2006-11-27,"65+",1,2006,11,2006-11-01,"PCV7","65+"
2006-12-04,"45-64",3,2006,12,2006-12-01,"PCV7","2-64"
2006-12-04,"65+",1,2006,12,2006-12-01,"PCV7","65+"
2006-12-11,"15-44",1,2006,12,2006-12-01,"PCV7","2-64"
2006-12-11,"45-64",1,2006,12,2006-12-01,"PCV7","2-64"
2006-12-11,"65+",1,2006,12,2006-12-01,"PCV7","65+"
2006-12-18,"65+",1,2006,12,2006-12-01,"PCV7","65+"
2006-12-25,"15-44",2,2006,12,2006-12-01,"PCV7","2-64"
2006-12-25,"45-64",2,2006,12,2006-12-01,"PCV7","2-64"
2006-12-25,"65+",3,2006,12,2006-12-01,"PCV7","65+"
2007-01-01,"15-44",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-01,"45-64",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-01,"65+",2,2007,1,2007-01-01,"PCV7","65+"
2007-01-08,"65+",2,2007,1,2007-01-01,"PCV7","65+"
2007-01-15,"45-64",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-22,"5-14",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-22,"15-44",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-29,"15-44",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-29,"45-64",1,2007,1,2007-01-01,"PCV7","2-64"
2007-01-29,"65+",1,2007,1,2007-01-01,"PCV7","65+"
2007-02-05,"15-44",3,2007,2,2007-02-01,"PCV7","2-64"
2007-02-05,"45-64",1,2007,2,2007-02-01,"PCV7","2-64"
2007-02-05,"65+",1,2007,2,2007-02-01,"PCV7","65+"
2007-02-12,"15-44",2,2007,2,2007-02-01,"PCV7","2-64"
2007-02-12,"45-64",1,2007,2,2007-02-01,"PCV7","2-64"
2007-02-12,"65+",1,2007,2,2007-02-01,"PCV7","65+"
2007-02-19,"15-44",1,2007,2,2007-02-01,"PCV7","2-64"
2007-02-26,"<2",1,2007,2,2007-02-01,"PCV7","<2"
2007-02-26,"45-64",2,2007,2,2007-02-01,"PCV7","2-64"
2007-02-26,"65+",1,2007,2,2007-02-01,"PCV7","65+"
2007-03-05,"45-64",1,2007,3,2007-03-01,"PCV7","2-64"
2007-03-05,"65+",2,2007,3,2007-03-01,"PCV7","65+"
2007-03-12,"<2",1,2007,3,2007-03-01,"PCV7","<2"
2007-03-12,"15-44",1,2007,3,2007-03-01,"PCV7","2-64"
2007-03-12,"65+",2,2007,3,2007-03-01,"PCV7","65+"
2007-03-19,"15-44",1,2007,3,2007-03-01,"PCV7","2-64"
2007-03-19,"65+",2,2007,3,2007-03-01,"PCV7","65+"
2007-03-26,"15-44",1,2007,3,2007-03-01,"PCV7","2-64"
2007-03-26,"45-64",3,2007,3,2007-03-01,"PCV7","2-64"
2007-03-26,"65+",1,2007,3,2007-03-01,"PCV7","65+"
2007-04-02,"45-64",1,2007,4,2007-04-01,"PCV7","2-64"
2007-04-02,"65+",2,2007,4,2007-04-01,"PCV7","65+"
2007-04-16,"<2",1,2007,4,2007-04-01,"PCV7","<2"
2007-04-16,"15-44",1,2007,4,2007-04-01,"PCV7","2-64"
2007-04-23,"45-64",1,2007,4,2007-04-01,"PCV7","2-64"
2007-04-23,"65+",1,2007,4,2007-04-01,"PCV7","65+"
2007-05-07,"15-44",1,2007,5,2007-05-01,"PCV7","2-64"
2007-05-07,"45-64",1,2007,5,2007-05-01,"PCV7","2-64"
2007-05-07,"65+",1,2007,5,2007-05-01,"PCV7","65+"
2007-05-14,"15-44",2,2007,5,2007-05-01,"PCV7","2-64"
2007-05-21,"<2",1,2007,5,2007-05-01,"PCV7","<2"
2007-05-21,"45-64",2,2007,5,2007-05-01,"PCV7","2-64"
2007-05-28,"65+",3,2007,5,2007-05-01,"PCV7","65+"
2007-06-04,"15-44",1,2007,6,2007-06-01,"PCV7","2-64"
2007-06-04,"45-64",1,2007,6,2007-06-01,"PCV7","2-64"
2007-06-11,"<2",1,2007,6,2007-06-01,"PCV7","<2"
2007-06-11,"45-64",1,2007,6,2007-06-01,"PCV7","2-64"
2007-06-25,"45-64",1,2007,6,2007-06-01,"PCV7","2-64"
2007-06-25,"65+",1,2007,6,2007-06-01,"PCV7","65+"
2007-07-02,"15-44",1,2007,7,2007-07-01,"PCV7","2-64"
2007-07-02,"65+",1,2007,7,2007-07-01,"PCV7","65+"
2007-07-16,"45-64",1,2007,7,2007-07-01,"PCV7","2-64"
2007-07-23,"45-64",1,2007,7,2007-07-01,"PCV7","2-64"
2007-07-23,"65+",1,2007,7,2007-07-01,"PCV7","65+"
2007-07-30,"2-4",1,2007,7,2007-07-01,"PCV7","2-64"
2007-07-30,"15-44",1,2007,7,2007-07-01,"PCV7","2-64"
2007-07-30,"45-64",1,2007,7,2007-07-01,"PCV7","2-64"
2007-08-06,"45-64",2,2007,8,2007-08-01,"PCV7","2-64"
2007-08-27,"15-44",1,2007,8,2007-08-01,"PCV7","2-64"
2007-09-03,"15-44",2,2007,9,2007-09-01,"PCV7","2-64"
2007-09-17,"15-44",1,2007,9,2007-09-01,"PCV7","2-64"
2007-09-17,"45-64",1,2007,9,2007-09-01,"PCV7","2-64"
2007-09-17,"65+",1,2007,9,2007-09-01,"PCV7","65+"
2007-09-24,"45-64",1,2007,9,2007-09-01,"PCV7","2-64"
2007-09-24,"65+",2,2007,9,2007-09-01,"PCV7","65+"
2007-10-01,"45-64",1,2007,10,2007-10-01,"PCV7","2-64"
2007-10-15,"15-44",1,2007,10,2007-10-01,"PCV7","2-64"
2007-10-15,"45-64",1,2007,10,2007-10-01,"PCV7","2-64"
2007-10-15,"65+",2,2007,10,2007-10-01,"PCV7","65+"
2007-10-22,"45-64",2,2007,10,2007-10-01,"PCV7","2-64"
2007-10-22,"65+",3,2007,10,2007-10-01,"PCV7","65+"
2007-10-29,"15-44",5,2007,10,2007-10-01,"PCV7","2-64"
2007-10-29,"65+",1,2007,10,2007-10-01,"PCV7","65+"
2007-11-12,"15-44",1,2007,11,2007-11-01,"PCV7","2-64"
2007-11-12,"45-64",1,2007,11,2007-11-01,"PCV7","2-64"
2007-11-19,"45-64",1,2007,11,2007-11-01,"PCV7","2-64"
2007-11-26,"15-44",1,2007,11,2007-11-01,"PCV7","2-64"
2007-11-26,"45-64",2,2007,11,2007-11-01,"PCV7","2-64"
2007-12-03,"45-64",1,2007,12,2007-12-01,"PCV7","2-64"
2007-12-03,"65+",1,2007,12,2007-12-01,"PCV7","65+"
2007-12-10,"5-14",1,2007,12,2007-12-01,"PCV7","2-64"
2007-12-10,"15-44",2,2007,12,2007-12-01,"PCV7","2-64"
2007-12-10,"45-64",2,2007,12,2007-12-01,"PCV7","2-64"
2007-12-17,"45-64",1,2007,12,2007-12-01,"PCV7","2-64"
2007-12-17,"65+",1,2007,12,2007-12-01,"PCV7","65+"
2007-12-17,"Unknown",1,2007,12,2007-12-01,"PCV7","Unknown"
2007-12-24,"15-44",4,2007,12,2007-12-01,"PCV7","2-64"
2007-12-24,"45-64",3,2007,12,2007-12-01,"PCV7","2-64"
2007-12-24,"65+",4,2007,12,2007-12-01,"PCV7","65+"
2007-12-31,"15-44",1,2007,12,2007-12-01,"PCV7","2-64"
2007-12-31,"45-64",1,2007,12,2007-12-01,"PCV7","2-64"
2007-12-31,"65+",3,2007,12,2007-12-01,"PCV7","65+"
2008-01-07,"<2",1,2008,1,2008-01-01,"PCV7","<2"
2008-01-07,"45-64",3,2008,1,2008-01-01,"PCV7","2-64"
2008-01-07,"65+",1,2008,1,2008-01-01,"PCV7","65+"
2008-01-07,"Unknown",1,2008,1,2008-01-01,"PCV7","Unknown"
2008-01-14,"45-64",2,2008,1,2008-01-01,"PCV7","2-64"
2008-01-21,"15-44",1,2008,1,2008-01-01,"PCV7","2-64"
2008-01-21,"45-64",2,2008,1,2008-01-01,"PCV7","2-64"
